Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,Postal_Code,Latitude,Longitude
Saskatchewan,High Wage,Kindersley Air-spray Ltd.,"Kindersley, SK S0L 1S0","72600-Air pilots, flight engineers and flying instructors",Unknown,1,1,S0L 1S0,51.4827,-108.4898
Saskatchewan,High Wage,KRISHNAS DOSA GRILL LIMITED,"Regina, SK S4P 1Z4",60030-Restaurant and food service managers,Unknown,1,1,S4P 1Z4,50.419,-104.6774
Saskatchewan,High Wage,KRISHNAS DOSA GRILL LIMITED,"Regina, SK S4P 1Z4",63200-Cooks,Unknown,1,2,S4P 1Z4,50.419,-104.6774
Saskatchewan,High Wage,Lawrence Bay Lodge Ltd.,"La Ronge, SK S0J 1L0",60031-Accommodation service managers,Unknown,1,1,S0J 1L0,57.1992,-105.8242
Saskatchewan,High Wage,Lin CPA Prof. Corp.,"SASKATOON, SK S7H 0R9","12011-Supervisors, finance and insurance office workers",Unknown,1,1,S7H 0R9,52.1168,-106.6345
Saskatchewan,High Wage,Linda Yu Realty P.c. Inc.,"Saskatoon, SK S7K 0B8",13100-Administrative officers,Unknown,1,1,S7K 0B8,52.0111,-106.7955
Saskatchewan,High Wage,M & H Trucking Ltd.,"Saskatoon, SK S7P 0B8",13100-Administrative officers,Unknown,1,1,S7P 0B8,52.2751,-106.5005
Saskatchewan,High Wage,MAC Retailer Corp.,"Regina, SK S4P 1T3","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,S4P 1T3,50.419,-104.6774
Saskatchewan,High Wage,MAC Retailer Corp.,"Regina, SK S4P 1T3",60020-Retail and wholesale trade managers,Unknown,1,1,S4P 1T3,50.419,-104.6774
Saskatchewan,High Wage,Macaranas Cleaning Ltd,"Regina, SK S4N 5A7",62024-Cleaning supervisors,Unknown,1,2,S4N 5A7,50.4671,-104.541
Saskatchewan,High Wage,MANN TRANSPORT LIMITED,"RM OF ABERDEEN, SK S7A 0A7",73300-Transport truck drivers,Unknown,1,2,S7A 0A7,,
Saskatchewan,High Wage,Moose Jaw Ford Sales(2018) Ltd.,"Moose Jaw, SK S6H 4P5","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,S6H 4P5,50.3895,-105.5578
Saskatchewan,High Wage,Morris Enterprises Inc.,"Saskatoon, SK S7K 1P3",75110-Construction trades helpers and labourers,Unknown,1,2,S7K 1P3,52.0111,-106.7955
Saskatchewan,High Wage,Neha Enterprises Ltd,"Prince Albert, SK S6V 7A4",65100-Cashiers,Unknown,1,1,S6V 7A4,54.493,-104.3049
Saskatchewan,High Wage,Non-stop painting & maintenance Ltd.,"Saskatoon, SK S7K 1Y4",75110-Construction trades helpers and labourers,Unknown,1,1,S7K 1Y4,52.0111,-106.7955
Saskatchewan,High Wage,P&H SANDBLASTING LTD,"Neilburg, SK S0M 2C0",72106-Welders and related machine operators,Unknown,1,1,S0M 2C0,54.9235,-108.9572
Saskatchewan,High Wage,Pattison Agriculture Limited,"Swift Current, SK S9H 5M1",72401-Heavy-duty equipment mechanics,Unknown,17,26,S9H 5M1,50.2834,-107.8013
Saskatchewan,High Wage,Phoenix Hauling Ltd,"Regina, SK S4R 1X8",73300-Transport truck drivers,Unknown,1,4,S4R 1X8,50.4855,-104.6163
Saskatchewan,High Wage,Prairie Skies Medical Imaging P.C. Inc.,"Regina, SK S4S 6X5",31100-Specialists in clinical and laboratory medicine,Unknown,1,1,S4S 6X5,50.4153,-104.6103
Saskatchewan,High Wage,Q-TECH WIRELESS & REPAIR INC,"saskatoon, SK S7L 0N6",62010-Retail sales supervisors,Unknown,1,2,S7L 0N6,52.1564,-106.6873
Saskatchewan,High Wage,Rawhides Bistro & Saloon Inc,"Stenen, SK S0A 3X0",63200-Cooks,Unknown,1,2,S0A 3X0,51.4818,-102.9065
Saskatchewan,High Wage,Rawhides Bistro & Saloon Inc,"Stenen, SK S0A 3X0",63210-Hairstylists and barbers,Unknown,1,2,S0A 3X0,51.4818,-102.9065
Saskatchewan,High Wage,Red Helicopter Service Inc,"LeRoy, SK S0K 2P0","72600-Air pilots, flight engineers and flying instructors",Unknown,1,1,S0K 2P0,52.3003,-107.9907
Saskatchewan,High Wage,REDFORT LOGISTICS CORP.,"Regina, SK S4W 0E9",73300-Transport truck drivers,Unknown,4,6,S4W 0E9,50.4078,-104.6536
Saskatchewan,High Wage,Redvers Agricultural & Supply Ltd,"Redvers, SK S0C 2H0",72401-Heavy-duty equipment mechanics,Unknown,1,1,S0C 2H0,49.3961,-103.2567
Saskatchewan,High Wage,Regina Investments Holding Corp.,"Regina, SK S4P 2B4","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,S4P 2B4,50.419,-104.6774
Saskatchewan,High Wage,Road Rex Trucking Inc.,"Saskatoon, SK S7K 1W4",14404-Dispatchers,Unknown,1,1,S7K 1W4,52.0111,-106.7955
Saskatchewan,High Wage,Roadside Truck & Trailer Repair LTD.,"Regina, SK S4K 0A1","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,S4K 0A1,50.4501,-104.6178
Saskatchewan,High Wage,Rockport Carrier Co. Inc.,"Moose Jaw, SK S0H 0N0",73300-Transport truck drivers,Unknown,1,7,S0H 0N0,49.9841,-106.249
Saskatchewan,High Wage,Sam Transport Services Inc.,"Saskatoon, SK S7K 1W4",73300-Transport truck drivers,Unknown,1,2,S7K 1W4,52.0111,-106.7955
Saskatchewan,High Wage,Sask Valley Processors Inc.,"Loreburn, SK S0H 2S0",12200-Accounting technicians and bookkeepers,Unknown,1,1,S0H 2S0,49.9841,-106.249
Saskatchewan,High Wage,Saskatchewan Cancer Agency,"Saskatoon, SK S7S 0A6",31100-Specialists in clinical and laboratory medicine,Unknown,2,2,S7S 0A6,52.1609,-106.5864
Saskatchewan,High Wage,Saskatchewan Health Authority,"North Battleford, SK S9A 1Z1",31100-Specialists in clinical and laboratory medicine,Unknown,1,1,S9A 1Z1,52.7834,-108.2847
Saskatchewan,High Wage,Saskatchewan Health Authority,"Prince Albert, SK S6V 5K1",31100-Specialists in clinical and laboratory medicine,Unknown,2,5,S6V 5K1,54.493,-104.3049
Saskatchewan,High Wage,Saskatchewan Health Authority,"Saskatoon, SK S7K 0M7",31100-Specialists in clinical and laboratory medicine,Unknown,2,3,S7K 0M7,52.0111,-106.7955
Saskatchewan,High Wage,Saskatchewan Health Authority,"Saskatoon, SK S7K 0M7",31101-Specialists in surgery,Unknown,1,1,S7K 0M7,52.0111,-106.7955
Saskatchewan,High Wage,Saskatchewan Health Authority - Regina,"REGINA, SK S4P 0W5",31101-Specialists in surgery,Non-Profit Organization,1,1,S4P 0W5,50.419,-104.6774
Saskatchewan,High Wage,Shalimar Construction Company Limited,"Regina, SK S4R 2R8","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,S4R 2R8,50.4855,-104.6163
Saskatchewan,High Wage,Six Axle Transportation Ltd.,"Regina, SK S4N 7C7",73300-Transport truck drivers,Unknown,1,1,S4N 7C7,50.4671,-104.541
Saskatchewan,High Wage,Sohang Transportation Ltd.,"Pilot Butte, SK S0G 3Z0",73300-Transport truck drivers,Unknown,1,20,S0G 3Z0,50.5767,-104.1
Saskatchewan,High Wage,SOUTH POLE TRANSPORT INC.,"Saskatoon, SK S7L 5X5",73300-Transport truck drivers,Unknown,1,5,S7L 5X5,52.1564,-106.6873
Saskatchewan,High Wage,Sunrise Home Daycare Inc.,"Saskatoon, SK S7H 4M2",42202-Early childhood educators and assistants,Unknown,1,2,S7H 4M2,52.1168,-106.6345
Saskatchewan,High Wage,Superior Pulses Inc.,"Verwood, SK S0H 4G0",73201-General building maintenance workers and building superintendents,Unknown,1,1,S0H 4G0,49.9841,-106.249
Saskatchewan,High Wage,Synergy Audio Video Ltd.,"REGINA, SK S4X 2M4",22311-Electronic service technicians (household and business equipment),Unknown,1,1,S4X 2M4,50.5061,-104.6752
Saskatchewan,High Wage,The University of Regina,"Regina, SK S4S 0A2",41200-University professors and lecturers,Unknown,1,1,S4S 0A2,50.4153,-104.6103
Saskatchewan,High Wage,TipTop Carriers Ltd.,"Regina, SK S4W 0P6","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2,S4W 0P6,50.4078,-104.6536
Saskatchewan,High Wage,Trailtech Inc.,"Gravelbourg, SK S0H 1X0","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,S0H 1X0,49.9841,-106.249
Saskatchewan,High Wage,Waverley hotel 2010 LTD,"Melville, SK S0A 2P0",62200-Chefs,Unknown,1,1,S0A 2P0,51.4818,-102.9065
Saskatchewan,High Wage,WEDNESDAY'S SMOKEY BBQ LTD.,"Saskatoon, SK S7K 0B6",62200-Chefs,Unknown,1,1,S7K 0B6,52.0111,-106.7955
Saskatchewan,High Wage,West Four Group of Companies Inc.,"Saskatoon, SK S7P 0A4",62100-Technical sales specialists - wholesale trade,Unknown,1,1,S7P 0A4,52.2751,-106.5005
Saskatchewan,High Wage,West Four Group of Companies Inc.,"Saskatoon, SK S7P 0A4","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,S7P 0A4,52.2751,-106.5005
Saskatchewan,High Wage,Your Friend Abroad International Ltd,"Regina, SK S4S 3R6",13100-Administrative officers,Unknown,1,2,S4S 3R6,50.4153,-104.6103
Saskatchewan,Low Wage,101018029 Saskatchewan Ltd,"Regina, SK S4Z 1A4",63200-Cooks,Unknown,1,1,S4Z 1A4,50.4497,-104.5323
Saskatchewan,Low Wage,101040482 Saskatchewan Ltd.,"Yorkton, SK S3N 2V6",62020-Food service supervisors,Unknown,1,1,S3N 2V6,51.2167,-102.4677
Saskatchewan,Low Wage,101040482 Saskatchewan Ltd.,"Yorkton, SK S3N 2V6",63200-Cooks,Unknown,1,1,S3N 2V6,51.2167,-102.4677
Saskatchewan,Low Wage,101151671 SASKATCHEWAN LTD.,"Estevan, SK S4A 2A5",62010-Retail sales supervisors,Unknown,1,1,S4A 2A5,49.1334,-102.9842
Saskatchewan,Low Wage,101204957 Saskatchewan LTD,"Kindersley, SK S0L 1S0",62020-Food service supervisors,Unknown,1,1,S0L 1S0,51.4827,-108.4898
Saskatchewan,Low Wage,101204957 Saskatchewan LTD,"Kindersley, SK S0L 1S0",63200-Cooks,Unknown,1,1,S0L 1S0,51.4827,-108.4898
Saskatchewan,Low Wage,101207527 Saskatchewan Ltd.,"Saskatoon, SK S7S 0A5",60030-Restaurant and food service managers,Unknown,1,1,S7S 0A5,52.1609,-106.5864
Saskatchewan,Low Wage,101208254 SASKATCHEWAN LTD,"Prince Albert, SK S6V 8E3",63200-Cooks,Unknown,1,1,S6V 8E3,54.493,-104.3049
Saskatchewan,Low Wage,101241031 SASKATCHEWAN LTD.,"north battleford, SK S9A 1R8",62024-Cleaning supervisors,Unknown,1,1,S9A 1R8,52.7834,-108.2847
Saskatchewan,Low Wage,101241972 Saskatchewan Ltd.,"Saskatoon, SK S7M 0W9",63200-Cooks,Unknown,1,1,S7M 0W9,52.1133,-106.7235
Saskatchewan,Low Wage,101264437 Saskatchewan Ltd.,"Macklin, SK S0L 2C0",63200-Cooks,Unknown,1,1,S0L 2C0,51.4827,-108.4898
Saskatchewan,Low Wage,102006469 Saskatchewan Corp,"Maple Creek, SK S0N 1N0",63200-Cooks,Unknown,1,1,S0N 1N0,49.9116,-108.7236
Saskatchewan,Low Wage,102018323 SASKATCHEWAN INC.,"SASKATOON, SK S7M 1J1","63211-Estheticians, electrologists and related occupations",Unknown,1,1,S7M 1J1,52.1133,-106.7235
Saskatchewan,Low Wage,102031651 Saskatchewan Ltd,"Prince Albert, SK S6V 8B7",62020-Food service supervisors,Unknown,1,2,S6V 8B7,54.493,-104.3049
Saskatchewan,Low Wage,102075771 SASKATCHEWAN INC,"Saskatoon, SK S7W 0Z2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,S7W 0Z2,52.157,-106.5614
Saskatchewan,Low Wage,102092451 SASKATCHEWAN LTD.,"Swift Current, SK S9H 3T1",63200-Cooks,Unknown,1,1,S9H 3T1,50.2834,-107.8013
Saskatchewan,Low Wage,102099951 Saskatchewan Ltd,"Regina, SK S4N 0N4",63200-Cooks,Unknown,1,3,S4N 0N4,50.4671,-104.541
Saskatchewan,Low Wage,102109000 Saskatchewan Ltd.,"Saskatoon, SK S7K 7A9",63210-Hairstylists and barbers,Unknown,3,4,S7K 7A9,52.0111,-106.7955
Saskatchewan,Low Wage,102110749 Saskatchewan Ltd.,"Prince Albert, SK S6V 5G2",62010-Retail sales supervisors,Unknown,1,1,S6V 5G2,54.493,-104.3049
Saskatchewan,Low Wage,102112956 Saskatchewan Ltd.,"Saskatoon, SK S7V 0V2",63200-Cooks,Unknown,1,1,S7V 0V2,52.0976,-106.5553
Saskatchewan,Low Wage,102113116 Saskatchewan Ltd.,"Maple Creek, SK S0N 1N0",63200-Cooks,Unknown,1,1,S0N 1N0,49.9116,-108.7236
Saskatchewan,Low Wage,102127310 Saskatchewan Ltd,"Saskatoon, SK S7M 0S1",64100-Retail salespersons and visual merchandisers,Unknown,1,3,S7M 0S1,52.1133,-106.7235
Saskatchewan,Low Wage,102135769 Saskatchewan Ltd,"Dafoe, SK S0K 1C0",63200-Cooks,Unknown,1,1,S0K 1C0,52.3003,-107.9907
Saskatchewan,Low Wage,102138706 Sk ltd,"Moose Jaw, SK S6H 3L1",62020-Food service supervisors,Unknown,1,1,S6H 3L1,50.3895,-105.5578
Saskatchewan,Low Wage,102138706 Sk ltd,"Moose Jaw, SK S6H 3L1",63200-Cooks,Unknown,1,1,S6H 3L1,50.3895,-105.5578
Saskatchewan,Low Wage,102143962 saskatchewan inc,"Moose jaw, SK S6H 2J6",63200-Cooks,Unknown,1,1,S6H 2J6,50.3895,-105.5578
Saskatchewan,Low Wage,102154904 Saskatchewan Ltd,"Saskatoon, SK S7H 0T4",62020-Food service supervisors,Unknown,1,1,S7H 0T4,52.1168,-106.6345
Saskatchewan,Low Wage,102172554 Saskatchewan Ltd.,"Leask, SK S0J 1M0",63200-Cooks,Unknown,1,1,S0J 1M0,57.1992,-105.8242
Saskatchewan,Low Wage,102192285 Saskatchewan Ltd.,"Lebret, SK S0G 2Y0",62020-Food service supervisors,Unknown,1,1,S0G 2Y0,50.5767,-104.1
Saskatchewan,Low Wage,1038849 Alberta Ltd.,"Davidson, SK S0G 1A0",65100-Cashiers,Unknown,1,1,S0G 1A0,50.5767,-104.1
Saskatchewan,Low Wage,12744431 Canada Ltd,"Yorkton, SK S3N 0N6",65200-Food and beverage servers,Unknown,1,2,S3N 0N6,51.2167,-102.4677
Saskatchewan,Low Wage,14991346 Canada Inc.,"Saskatoon, SK S7W 1E8",65100-Cashiers,Unknown,1,1,S7W 1E8,52.157,-106.5614
Saskatchewan,Low Wage,589601SaskLTD,"Britannia, SK S9V 1G2",75110-Construction trades helpers and labourers,Unknown,1,1,S9V 1G2,53.2835,-110.0016
Saskatchewan,Low Wage,607533 Saskatchewan Ltd.,"SOUTHEND, SK S0J 2L0",64322-Outdoor sport and recreational guides,Unknown,1,1,S0J 2L0,57.1992,-105.8242
Saskatchewan,Low Wage,A-1 Care Home Inc.,"Saskatoon, SK S7W 0G4",65310-Light duty cleaners,Unknown,1,2,S7W 0G4,52.157,-106.5614
Saskatchewan,Low Wage,Alex Joannides Holdings Inc.,"Prince Albert, SK S6W 1A1","65102-Store shelf stockers, clerks and order fillers",Unknown,1,6,S6W 1A1,53.1785,-105.7741
Saskatchewan,Low Wage,Amado's Pita Inc.,"REGINA, SK S4N 4Z5",63202-Bakers,Unknown,1,1,S4N 4Z5,50.4671,-104.541
Saskatchewan,Low Wage,Auto Details on 6th Ltd.,"Prince Albert, SK S6V 6Z4",62024-Cleaning supervisors,Unknown,1,1,S6V 6Z4,54.493,-104.3049
Saskatchewan,Low Wage,Bin Mahfooz Foods LTD.,"Regina, SK S4T 4Y7",62020-Food service supervisors,Unknown,1,1,S4T 4Y7,50.4507,-104.665
Saskatchewan,Low Wage,Biomed Recovery & Disposal LTD.,"Aberdeen, SK S0K 0A0",73201-General building maintenance workers and building superintendents,Unknown,2,2,S0K 0A0,52.3003,-107.9907
Saskatchewan,Low Wage,Bistak Groceries Inc. o/a Latter House Glory Foods,"Saskatoon, SK S7M 1M5",12200-Accounting technicians and bookkeepers,Unknown,1,1,S7M 1M5,52.1133,-106.7235
Saskatchewan,Low Wage,Bistak Groceries Inc. o/a Latter House Glory Foods,"Saskatoon, SK S7M 1M5",62010-Retail sales supervisors,Unknown,1,1,S7M 1M5,52.1133,-106.7235
Saskatchewan,Low Wage,Bourgault Industries Ltd.,"St. Brieux, SK S0K 3V0",94111-Plastics processing machine operators,Unknown,1,1,S0K 3V0,52.3003,-107.9907
Saskatchewan,Low Wage,Brigadier Equities Ltd.,"Meadow Lake, SK S9X 1Y8",62020-Food service supervisors,Unknown,1,1,S9X 1Y8,54.1335,-108.4347
Saskatchewan,Low Wage,Brigadier Equities Ltd.,"Meadow Lake, SK S9X 1Y8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,S9X 1Y8,54.1335,-108.4347
Saskatchewan,Low Wage,Bucket List Lodge LTD,"Melfort, SK S0E 1A0",64322-Outdoor sport and recreational guides,Unknown,1,1,S0E 1A0,53.1363,-103.0999
Saskatchewan,Low Wage,Canada Waterfowl Company Ltd.,"Gronlid, SK S0E  0W",64322-Outdoor sport and recreational guides,Corporation,1,4,,,
Saskatchewan,Low Wage,Chung's Place Ltd.,"Saskatoon, SK S7L 1A9",63200-Cooks,Unknown,1,1,S7L 1A9,52.1564,-106.6873
Saskatchewan,Low Wage,Dad's Nutrition Centre Ltd.,"Saskatoon, SK S7H 0T6",13110-Administrative assistants,Unknown,1,1,S7H 0T6,52.1168,-106.6345
Saskatchewan,Low Wage,Dad's Nutrition Centre Ltd.,"Saskatoon, SK S7H 0T6",62010-Retail sales supervisors,Unknown,1,1,S7H 0T6,52.1168,-106.6345
Saskatchewan,Low Wage,Dirty Devil Hydrovac Services,"Dalmeny, SK S0K 1E0",75110-Construction trades helpers and labourers,Unknown,1,1,S0K 1E0,52.3003,-107.9907
Saskatchewan,Low Wage,Doepker Industries Ltd,"Annaheim, SK S0K 0G0",95101-Labourers in metal fabrication,Unknown,1,2,S0K 0G0,52.3003,-107.9907
Saskatchewan,Low Wage,Dunnington Holdings Ltd.,"Swift Current, SK S9H 3W4",75101-Material handlers,Unknown,1,2,S9H 3W4,50.2834,-107.8013
Saskatchewan,Low Wage,Eden Donair Shawama Limited,"North Battleford, SK S9A 3C3",63200-Cooks,Unknown,1,2,S9A 3C3,52.7834,-108.2847
Saskatchewan,Low Wage,Farrell Boyz Developments Ltd.,"Rosetown, SK S0L 2V0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,S0L 2V0,51.4827,-108.4898
Saskatchewan,Low Wage,Fast Toys for Boys,"Davidson, SK S0G 1A0",75119-Other trades helpers and labourers,Unknown,1,1,S0G 1A0,50.5767,-104.1
Saskatchewan,Low Wage,Fox Valley Waterfowl LLC,"Kelfield, SK S0K 2C0",64322-Outdoor sport and recreational guides,Unknown,1,1,S0K 2C0,52.3003,-107.9907
Saskatchewan,Low Wage,GS & GB Holdings Ltd.,"Kipling, SK S0G 2S0",62020-Food service supervisors,Unknown,1,1,S0G 2S0,50.5767,-104.1
Saskatchewan,Low Wage,HAKKA EXPRESS INC.,"Saskatoon, SK S7L 7K2",62020-Food service supervisors,Unknown,1,1,S7L 7K2,52.1564,-106.6873
Saskatchewan,Low Wage,Harbor Golf Club & Resort Inc.,"Elbow, SK S0H 1J0",63200-Cooks,Unknown,1,1,S0H 1J0,49.9841,-106.249
Saskatchewan,Low Wage,Helping Hands Personal Care Home LTD,"Regina, SK S4X 2Y6","44101-Home support workers, caregivers and related occupations",Unknown,1,1,S4X 2Y6,50.5061,-104.6752
Saskatchewan,Low Wage,IVY S GARDEN NAILS AND SPA LTD,"Saskatoon, SK S7H 2P6",62029-Other services supervisors,Unknown,1,1,S7H 2P6,52.1168,-106.6345
Saskatchewan,Low Wage,J and J Foods Ltd,"Langenburg, SK S0A 2A0",63200-Cooks,Unknown,1,1,S0A 2A0,51.4818,-102.9065
Saskatchewan,Low Wage,Jai Setaliyaveer GAS Inc.,"Kamsack, SK S0A 1S0",62010-Retail sales supervisors,Unknown,1,1,S0A 1S0,51.4818,-102.9065
Saskatchewan,Low Wage,JCE Solutions Inc,"Saskatoon, SK S7L 5X5",65310-Light duty cleaners,Unknown,1,1,S7L 5X5,52.1564,-106.6873
Saskatchewan,Low Wage,JK KOO Enterprise Ltd.,"Indian Head, SK S0G 2K0",62020-Food service supervisors,Unknown,1,1,S0G 2K0,50.5767,-104.1
Saskatchewan,Low Wage,JOSE'S CLEANING INC.,"saskatoon, SK S7K 6P2",65310-Light duty cleaners,Unknown,1,1,S7K 6P2,52.0111,-106.7955
Saskatchewan,Low Wage,Jubilee Ford Sales (1983) Ltd.,"Saskatoon, SK S7J 5L6",64409-Other customer and information services representatives,Unknown,1,1,S7J 5L6,52.0961,-106.6252
Saskatchewan,Low Wage,KAHLON FOOD LTD.,"TISDALE, SK S0E 1T0",62020-Food service supervisors,Unknown,1,1,S0E 1T0,53.1363,-103.0999
Saskatchewan,Low Wage,Kast Holdings Inc.,"regina, SK S4V 3C4",64100-Retail salespersons and visual merchandisers,Unknown,1,1,S4V 3C4,50.4251,-104.5389
Saskatchewan,Low Wage,Kenroc Building Materials Co. Ltd. Saskatoon,"Saskatoon, SK S7K 3R4",73300-Transport truck drivers,Unknown,1,2,S7K 3R4,52.0111,-106.7955
Saskatchewan,Low Wage,Kensington Gentle Care Home LTD,"Saskatoon, SK S7L 6G7","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1,S7L 6G7,52.1564,-106.6873
Saskatchewan,Low Wage,KIRBY WATERFOWL OUTFITTERS INC.,"Buena Vista, SK S2V 1B2",64322-Outdoor sport and recreational guides,Unknown,1,4,S2V 1B2,50.7834,-104.9511
Saskatchewan,Low Wage,Korean Japanese Food Store Ltd.,"Saskatoon, SK S7N 3A4",62020-Food service supervisors,Unknown,1,1,S7N 3A4,52.1404,-106.608
Saskatchewan,Low Wage,LAKESIDE SPIRITS INC,"La Ronge, SK S0J 1L0",62010-Retail sales supervisors,Unknown,1,1,S0J 1L0,57.1992,-105.8242
Saskatchewan,Low Wage,LIGHTS OUT WATERFOWL LTD,"Saskatoon, SK S7K 1M6",64322-Outdoor sport and recreational guides,Unknown,1,5,S7K 1M6,52.0111,-106.7955
Saskatchewan,Low Wage,Little Grouse Restaurant Inc.,"Saskatoon, SK S7K 1L6",62200-Chefs,Unknown,1,1,S7K 1L6,52.0111,-106.7955
Saskatchewan,Low Wage,Living Sky Outfitters INC,"Bladworth, SK S0G 0J0",64322-Outdoor sport and recreational guides,Unknown,1,4,S0G 0J0,50.5767,-104.1
Saskatchewan,Low Wage,Macaranas Cleaning Ltd,"Regina, SK S4N 5A7",65310-Light duty cleaners,Unknown,1,1,S4N 5A7,50.4671,-104.541
Saskatchewan,Low Wage,Melfort Comfy Kennels,"Melfort, SK S0E 1A0",65220-Pet groomers and animal care workers,Unknown,1,1,S0E 1A0,53.1363,-103.0999
Saskatchewan,Low Wage,MGR INFOTECH LIMITED,"Esterhazy, SK S0A 0X0",62010-Retail sales supervisors,Unknown,1,1,S0A 0X0,51.4818,-102.9065
Saskatchewan,Low Wage,Mryglod Enterprises LTD.,"Carlyle, SK S0C 0R0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,S0C 0R0,49.3961,-103.2567
Saskatchewan,Low Wage,Neu Outdoors Canada Inc,"Prince Albert, SK S6V 2A7",64322-Outdoor sport and recreational guides,Unknown,1,2,S6V 2A7,54.493,-104.3049
Saskatchewan,Low Wage,Noodlebox,"Regina, SK S4V 3P7",62020-Food service supervisors,Unknown,1,1,S4V 3P7,50.4251,-104.5389
Saskatchewan,Low Wage,North America Investment Hunters LLC,"Mayfair, SK S0M 1S0",64322-Outdoor sport and recreational guides,Unknown,1,2,S0M 1S0,54.9235,-108.9572
Saskatchewan,Low Wage,Pacific Wings Prairie Outfitters LTD,"Herschel, SK S0L 1L0",64322-Outdoor sport and recreational guides,Unknown,1,5,S0L 1L0,51.4827,-108.4898
Saskatchewan,Low Wage,Pawn Prophet Corporation,"Debden, SK S0J 0S0",62010-Retail sales supervisors,Unknown,1,1,S0J 0S0,57.1992,-105.8242
Saskatchewan,Low Wage,Prairieflat Placing & Finishing Inc,"Prince Albert, SK S6V 5R3",73100-Concrete finishers,Unknown,1,3,S6V 5R3,54.493,-104.3049
Saskatchewan,Low Wage,Prairieland Trenching Ltd,"Saskatoon, SK S7P 0C9",73300-Transport truck drivers,Unknown,1,1,S7P 0C9,52.2751,-106.5005
Saskatchewan,Low Wage,Pro Exteriors Inc.,"Saskatoon, SK S7K 8B3",73200-Residential and commercial installers and servicers,Unknown,1,1,S7K 8B3,52.0111,-106.7955
Saskatchewan,Low Wage,Pump Jacks Saloon and Steakhouse,"Weyburn, SK S4H 3B3",62020-Food service supervisors,Unknown,1,1,S4H 3B3,49.6668,-103.8511
Saskatchewan,Low Wage,Quack Attack Canada Ltd.,"Canwood, SK S0J 0B4",64322-Outdoor sport and recreational guides,Unknown,1,2,S0J 0B4,57.1992,-105.8242
Saskatchewan,Low Wage,RALLY MOTOR SPORTS LTD.,"Prince Albert, SK S6W 1A6",65329-Other service support occupations,Unknown,1,1,S6W 1A6,53.1785,-105.7741
Saskatchewan,Low Wage,Rockglen Childcare Centre Incorporated,"Rockglen, SK S0H 3R0",42202-Early childhood educators and assistants,Unknown,1,1,S0H 3R0,49.9841,-106.249
Saskatchewan,Low Wage,Rockport Carrier Co. Inc.,"Moose Jaw, SK S0H 0N0",73300-Transport truck drivers,Unknown,1,2,S0H 0N0,49.9841,-106.249
